company,location,total_laid_off,date,percentage_laid_off,industry,source,stage,funds_raised_in_millions,country,date_added
"Capital One","Washington D.C.",1100.0,2023-01-19,NULL,Finance,https://www.reuters.com/technology/capital-one-scraps-1100-tech-positions-source-2023-01-19/,Post-IPO,NULL,"United States","2023-01-20 00:00:00"
Capitolis,"New York City",NULL,2022-11-18,25,Finance,https://www.risk.net/derivatives/7955234/capitolis-cuts-workforce-by-25-as-bear-market-bites,"Series D",$281,"United States","2022-12-15 00:00:00"
Capitolis,"New York City",37.0,2022-11-17,25,Finance,https://www.themarker.com/technation/2022-11-17/ty-article/.premium/00000184-8592-d309-afe7-a597c17f0000,"Series D",$281,"United States","2022-11-18 00:00:00"
Capsule,"New York City",NULL,2022-07-19,13,Healthcare,"Internal memo","Series D",$570,"United States","2022-07-20 00:00:00"
"Captain Fresh","Bengaluru,Non-U.S.",120.0,2023-01-15,NULL,Food,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/layoffs-spread-to-dunzo-sharechat-rebel-foods-and-agri-tech-firms/articleshow/97016331.cms?from=mdr,"Series C",$126,India,"2023-01-16 00:00:00"
Captiv8,"SF Bay Area",8.0,2023-08-24,3,Marketing,https://www.prweek.com/article/1835107/influencer-marketing-platform-captiv8-lays-off-eight-employees-3-staff,Unknown,$4,"United States","2023-08-25 00:00:00"
CaptivateIQ,"SF Bay Area",31.0,2022-11-15,10,Sales,"Internal memo","Series C",$164,"United States","2022-11-17 00:00:00"
CapWay,Atlanta,NULL,2024-10-17,100,Finance,https://techcrunch.com/2024/10/16/y-combinator-backed-fintech-capway-has-shut-down/,Unknown,NULL,"United States","2024-10-18 00:00:00"
"Carbon Health","SF Bay Area",56.0,2024-02-23,NULL,Healthcare,https://www.sfchronicle.com/bayarea/article/bay-area-layoffs-carbon-health-18684600.php,"Series D",$522,"United States","2024-02-24 00:00:00"
"Carbon Health","SF Bay Area",114.0,2023-10-09,5,Healthcare,https://www.beckershospitalreview.com/digital-health/carbon-health-lays-off-114-employees.html,"Series D",$522,"United States","2023-10-25 00:00:00"
"Carbon Health","SF Bay Area",200.0,2023-01-06,NULL,Healthcare,https://twitter.com/erenbali/status/1611488895866408960,"Series D",$522,"United States","2023-01-07 00:00:00"
"Carbon Health","SF Bay Area",250.0,2022-06-02,8,Healthcare,https://www.forbes.com/sites/katiejennings/2022/06/02/healthtech-unicorn-carbon-health-lays-off-250-employees/,"Series D",$522,"United States","2022-06-02 00:00:00"
CarDekho,"Gurugram,Non-U.S.",200.0,2020-05-25,NULL,Transportation,https://entrackr.com/2020/05/exclusive-cardekho-lays-off-200-employees-goes-for-pay-cuts/,"Series D",$247,India,"2020-05-26 00:00:00"
Cardlytics,Atlanta,51.0,2022-11-14,NULL,Marketing,https://www.marketscreener.com/quote/stock/CARDLYTICS-INC-40680969/news/Cardlytics-to-Terminate-51-Employees-Appoints-John-Balen-Chairman-Shares-up-After-Hours-42312731/,Post-IPO,$212,"United States","2022-11-15 00:00:00"
Care.com,Boston,81.0,2020-04-30,NULL,Consumer,https://www.bloomberg.com/news/articles/2020-04-30/iac-to-cut-81-care-com-employees-in-restructuring-after-deal,Acquired,$156,"United States","2020-05-01 00:00:00"
Care/of,"New York City",143.0,2024-06-15,100,Healthcare,https://techcrunch.com/2024/06/15/subscription-vitamin-company-care-of-is-shutting-down/,Acquired,$83,"United States","2024-06-19 00:00:00"
Careem,"Dubai,Non-U.S.",536.0,2020-05-04,31,Transportation,https://www.thenational.ae/business/economy/dubai-s-careem-cuts-536-jobs-as-lockdowns-hit-ride-hailing-across-middle-east-1.1014784,Acquired,$771,"United Arab Emirates","2020-05-04 00:00:00"
"Career Karma","SF Bay Area",22.0,2023-01-12,NULL,Education,https://techcrunch.com/2023/01/12/career-karma-conducts-another-round-of-layoffs-extends-runway-to-five-years/,"Series B",$51,"United States","2023-01-12 00:00:00"
"Career Karma","SF Bay Area",60.0,2022-07-28,33,Education,https://techcrunch.com/2022/07/28/career-karma-conducts-layoffs-as-tech-jobs-face-a-massive-stress-test/,"Series B",$51,"United States","2022-07-29 00:00:00"
"CareerBuilder + Monster",Chicago,200.0,2024-10-10,15,Recruiting,https://aimgroup.com/2024/10/10/200-laid-off-at-new-careerbuilder-monster-staff-cut-of-15-hits-all-departments-levels/,Acquired,NULL,"United States","2024-10-11 00:00:00"
CareRev,"Los Angeles",100.0,2023-06-15,33,Healthcare,https://www.theinformation.com/articles/carerev-plans-to-cut-roughly-a-third-of-staff,"Series A",$51,"United States","2023-06-16 00:00:00"
CarGurus,Boston,130.0,2020-04-16,13,Transportation,https://layoffs.fyi/2020/05/04/cargurus-laid-off-130-employees/,Post-IPO,$1,"United States","2020-04-16 00:00:00"
Carousell,"Singapore,Non-U.S.",76.0,2024-12-06,7,Retail,https://www.channelnewsasia.com/singapore/carousell-layoffs-december-2024-76-roles-strategic-market-resources-4791261,Unknown,$375,Singapore,"2024-12-07 00:00:00"
Carousell,"Singapore,Non-U.S.",110.0,2022-12-01,10,Retail,https://www.straitstimes.com/singapore/jobs/carousell-cuts-110-jobs-to-rein-in-costs,"Private Equity",$372,Singapore,"2022-12-03 00:00:00"
Cars24,"Gurugram,Non-U.S.",200.0,2025-04-26,NULL,Transportation,https://entrackr.com/exclusive/exclusive-cars24-lays-off-200-employees-9003193,"Series G",$1300,India,"2025-04-29 00:00:00"
Cars24,"Gurugram,Non-U.S.",600.0,2022-05-19,6,Transportation,https://entrackr.com/2022/05/softbank-backed-cars24-lays-off-600-employees/,"Series G",$1300,India,"2022-05-19 00:00:00"
Cars24,"Jakarta,Non-U.S.",100.0,2023-05-03,NULL,Transportation,https://inc42.com/buzz/cars24-shuts-shop-in-indonesia-saudi-arabia-to-focus-on-india-ops/?utm_source=ActiveCampaign&utm_medium=email&utm_content=Profit++Karo++On+Paytm+s+Mind%21+%7C+Two+Bengaluru+Unicorns+Cut+Jobs+%7C+Tim+Cook+s+%E2%9D%A4%EF%B8%8F+For+India&utm_campaign=Morning+Newsletter+-+New+Template+06+May&vgo_ee=vZ%2BZfbikRuPiTdEJPl5%2BEYyCJFrocn5no%2Bm25FjbMJUy9Zuq7w%3D%3D%3AAqF8bsXWMtjx1ZHWtxqmJxDrH43MqNRa,"Series G",$1300,Indonesia,"2023-05-07 00:00:00"
Carsome,"Kuala Lumpur,Non-U.S.",NULL,2022-09-30,10,Transportation,https://www.techinasia.com/carsome-lay-10-staff-execs-forgo-salaries,"Series E",$607,Malaysia,"2022-09-30 00:00:00"
Cart.com,Austin,25.0,2023-01-10,4,Retail,https://www.theinformation.com/briefings/cart-com-cuts-more-corporate-staff,Unknown,$383,"United States","2023-11-16 00:00:00"
Carta,"SF Bay Area",NULL,2023-01-11,10,HR,https://techcrunch.com/2023/01/11/carta-lays-off-10-as-cto-lawsuit-looms/,"Series G",$1100,"United States","2023-01-11 00:00:00"
Carta,"SF Bay Area",161.0,2020-04-15,16,Finance,https://layoffs.fyi/2020/04/22/carta-laid-off-161-employees-citing-customer-slowdown/,"Series E",$447,"United States","2020-04-15 00:00:00"
CarTrawler,"Dublin,Non-U.S.",40.0,2024-09-19,10,Transportation,https://www.businesspost.ie/tech-news/cartrawler-to-cut-10-of-workforce-amid-strategic-shift-but-new-roles-will-follow/,Acquired,NULL,Ireland,"2024-09-21 00:00:00"
Carvana,Phoenix,1500.0,2022-11-18,8,Transportation,https://www.wsj.com/articles/carvana-plans-to-lay-off-1-500-employees-cites-economic-concerns-11668793114,Post-IPO,$1600,"United States","2022-11-18 00:00:00"
Carvana,Phoenix,2500.0,2022-05-10,12,Transportation,https://techcrunch.com/2022/05/10/carvana-to-cut-2500-staff-as-it-struggles-with-overcapacity/,Post-IPO,$1600,"United States","2022-05-10 00:00:00"
Carwow,"London,Non-U.S.",70.0,2022-11-25,20,Transportation,https://www.ft.com/content/19150de3-bbd4-42b3-acbd-52b228dc1bf1,Unknown,$157,"United Kingdom","2022-11-29 00:00:00"
Casavo,"Milan,Non-U.S.",NULL,2023-02-13,30,"Real Estate",https://casavo.com/blog/a-difficult-decision-to-strengthen-casavos-foundations-for-the-future/,Unknown,$708,Italy,"2023-02-13 00:00:00"
"Cashfree Payments",Bengaluru,100.0,2023-01-12,NULL,Finance,https://economictimes.indiatimes.com/tech/startups/online-payments-firm-cashfree-lays-off-150-employees-to-cut-costs/articleshow/96938789.cms,"Series B",$41,India,"2023-01-12 00:00:00"
Casper,"New York City",78.0,2020-04-21,21,Retail,https://www.fastcompany.com/90494129/breaking-casper-lays-off-78-corporate-employees-winds-down-europe-business,Post-IPO,$339,"United States","2020-04-21 00:00:00"
"Castlight Health","SF Bay Area",NULL,2020-05-04,13,Healthcare,LinkedIn,Post-IPO,$184,"United States","2020-05-10 00:00:00"
Catalant,Boston,30.0,2020-03-30,NULL,Other,https://www.americaninno.com/boston/inno-news-boston/catalant-technologies-cuts-workforce-amid-coronavirus-uncertainty/,"Series E",$110,"United States","2020-03-31 00:00:00"
Catch,"New York City",NULL,2023-03-07,100,Finance,https://catch.co/thank-you/,"Series A",$18,"United States","2023-03-07 00:00:00"
Catch.com.au,"Melbourne,Non-U.S.",100.0,2023-02-06,NULL,Retail,https://www.channelnews.com.au/wesfarmers-axes-100-catch-employees/,Acquired,$80,Australia,"2023-02-14 00:00:00"
"Catena Media","Sliema,Non-U.S.",29.0,2024-10-23,NULL,Marketing,https://whoswho.mt/en/catena-media-cuts-29-content-and-marketing-jobs,Unknown,NULL,Malta,"2024-11-04 00:00:00"
Cazoo,"London,Non-U.S.",750.0,2022-06-07,15,Transportation,https://news.sky.com/story/car-retailer-cazoo-to-cut-750-jobs-after-inflation-hit-12629350,Post-IPO,$2000,"United Kingdom","2022-06-07 00:00:00"
Cazoo,"London,Non-U.S.",750.0,2022-06-07,15,Transportation,https://sifted.eu/articles/cazoo-layoffs-european-union/,Post-IPO,$2000,"United Kingdom","2022-09-09 00:00:00"
Cedar,"New York City",NULL,2022-07-07,24,Healthcare,https://www.businessinsider.com/cedar-layoffs-workers-jobs-cut-healthcare-market-downturn-2022-7,"Series D",$351,"United States","2022-07-07 00:00:00"
Cellulant,"Nairobi,Non-U.S.",NULL,2023-08-23,20,Finance,https://techeconomy.ng/cellulant-to-lay-off-20-of-its-workforce/,"Series C",$54,Kenya,"2023-08-24 00:00:00"
Celsius,"New York City",150.0,2022-07-03,25,Crypto,https://www.calcalistech.com/ctechnews/article/syvuxha99,"Series B",$864,"United States","2022-07-04 00:00:00"
Center,Seattle,8.0,2024-09-07,4,Finance,https://www.geekwire.com/2024/corporate-expense-software-startup-center-lays-off-workers/,"Series C",$102,"United States","2024-10-01 00:00:00"
Centr,"Sydney,Non-U.S.",22.0,2023-07-13,NULL,Fitness,https://www.news.com.au/finance/business/chris-hemsworths-fitness-app-centr-reportedly-sacks-australian-staff/news-story/8e6dacc01c9d4b4569401e997e303ca6,Unknown,NULL,Australia,"2023-07-13 00:00:00"
Cerebral,"SF Bay Area",285.0,2023-02-27,15,Healthcare,https://www.businessinsider.com/cerebral-cuts-15-percent-staff-285-employees-layoffs-february-2023-2,"Series C",$462,"United States","2023-02-27 00:00:00"
Cerebral,"SF Bay Area",400.0,2022-10-24,20,Healthcare,https://techcrunch.com/2022/10/24/telehealth-unicorn-cerebral-lays-off-20-of-staff-for-operational-efficiencies/,"Series C",$462,"United States","2022-10-24 00:00:00"
Cerner,"Kansas City",3000.0,2023-05-16,11,Healthcare,https://www.businessinsider.com/oracle-halted-raises-layoffs-after-cerner-deal-2023-5,Acquired,NULL,"United States","2023-05-17 00:00:00"
Chainalysis,"New York City",44.0,2023-02-01,5,Crypto,https://www.forbes.com/sites/stevenehrlich/2023/02/01/chainalysis-to-lay-off-48-of-staff-as-crypto-winter-bites-into-private-sector-demand/?sh=471d22826f23,"Series F",$536,"United States","2023-02-02 00:00:00"
Chainalysis,"New York City",150.0,2023-10-02,15,Crypto,https://www.forbes.com/sites/stevenehrlich/2023/10/02/chainalysis-idling-150-employees-as-chill-of-crypto-winter-persists/?sh=5e9464256bc8,"Series F",$536,"United States","2023-10-04 00:00:00"
"Change Invest","Amsterdam,Non-U.S.",NULL,2022-11-27,24,Finance,https://arileht.delfi.ee/artikkel/120105494/jarjekordne-eesti-idufirma-koondab-veerandi-oma-tootajatest,Unknown,$22,Netherlands,"2023-01-23 00:00:00"
Change.org,"SF Bay Area",NULL,2022-07-28,19,Other,https://change-org.medium.com/restructuring-change-org-for-the-future-1c83c1c5b704,"Series D",$72,"United States","2022-07-29 00:00:00"
Character.ai,"SF Bay Area",6.0,2024-08-29,5,AI,https://www.theinformation.com/briefings/character-ai-lays-off-at-least-5-of-its-staff,"Series A",$150,"United States","2024-09-01 00:00:00"
Chargebee,"SF Bay Area",100.0,2023-09-11,10,Finance,https://inc42.com/buzz/tiger-global-backed-chargebee-fires-10-workforce-in-2nd-round-of-layoffs/,"Series H",$468,"United States","2023-09-11 00:00:00"
Chargebee,"SF Bay Area",142.0,2022-11-02,10,Finance,https://techcrunch.com/2022/11/02/tiger-global-chargebee-layoffs/,"Series H",$468,"United States","2022-11-03 00:00:00"
ChargePoint,"SF Bay Area",NULL,2023-09-08,10,Manufacturing,https://investorplace.com/2023/09/chargepoint-layoffs-2023-what-to-know-about-the-latest-chpt-job-cuts/,Unknown,$1400,"United States","2023-09-08 00:00:00"
ChargePoint,"SF Bay Area",NULL,2024-01-10,12,Manufacturing,https://www.businesswire.com/news/home/20240110537239/en/ChargePoint-Announces-Reorganization-to-Position-Itself-for-Long-Term-Sustainable-Growth,Unknown,$1400,"United States","2024-01-12 00:00:00"
ChargePoint,"SF Bay Area",250.0,2024-09-04,15,Manufacturing,https://www.marketwatch.com/story/chargepoint-to-cut-15-of-workforce-7cebef74,Unknown,$1400,"United States","2024-09-06 00:00:00"
Checkmarx,"Tel Aviv,Non-U.S.",100.0,2022-11-02,10,Security,https://www.calcalistech.com/ctechnews/article/hjailhyri,"Series C",$92,Israel,"2022-11-02 00:00:00"
Checkout.com,"London,Non-U.S.",80.0,2023-12-18,NULL,Finance,https://enphase.com/blog/employees/dec-2023-message-from-our-ceo,"Series D",$1800,"United Kingdom","2023-12-19 00:00:00"
Checkout.com,"London,Non-U.S.",100.0,2022-09-13,5,Finance,https://www.bloomberg.com/news/articles/2022-09-13/checkout-com-will-eliminate-about-5-of-employees-in-latest-cuts,"Series D",$1800,"United Kingdom","2022-09-14 00:00:00"
Checkr,"SF Bay Area",64.0,2020-07-23,12,HR,https://layoffs.fyi/2020/07/28/checkr-lays-off-64-employees/,"Series D",$309,"United States","2020-07-24 00:00:00"
Checkr,"SF Bay Area",382.0,2024-04-09,32,HR,"Internal memo","Series D",$679,"United States","2024-04-09 00:00:00"
Chegg,"SF Bay Area",80.0,2023-06-12,4,Education,https://www.bloomberg.com/news/articles/2023-06-12/chegg-slashes-4-of-workforce-following-shift-to-embrace-ai#xj4y7vzkg,Post-IPO,$227,"United States","2023-06-14 00:00:00"
Chegg,"SF Bay Area",248.0,2025-05-12,22,Education,https://www.reuters.com/world/americas/chegg-lay-off-22-workforce-ai-tools-shake-up-edtech-industry-2025-05-12/,Post-IPO,$227,"United States","2025-05-12 00:00:00"
Chegg,"SF Bay Area",319.0,2024-11-12,21,Education,https://www.wsj.com/livecoverage/stock-market-today-dow-sp500-nasdaq-live-11-12-2024/card/online-education-company-chegg-to-lay-off-staff-as-ai-tools-weigh-on-revenue-targets-qYYbTOKMAe8OblSEyLUD,Post-IPO,$227,"United States","2024-11-13 00:00:00"
Chegg,"SF Bay Area",441.0,2024-06-17,23,Education,https://www.businesswire.com/news/home/20240617323391/en/Chegg-Announces-Restructuring-Plan-and-New-Vision-for-Growth,Post-IPO,$227,"United States","2024-06-19 00:00:00"
Chessable,"London,Non-U.S.",29.0,2022-07-04,NULL,Consumer,https://dotesports.com/chess/news/chessbase-lays-off-29-employees-citing-new-economic-reality,Acquired,$0,"United Kingdom","2022-07-13 00:00:00"
Chewy,Miami,200.0,2023-11-14,NULL,Retail,https://techcrunch.com/2023/11/14/online-pet-goods-retailer-chewy-lays-off-200-employees/,Post-IPO,$451,"United States","2023-11-15 00:00:00"
"Chia Network","SF Bay Area",26.0,2023-10-02,37,Crypto,https://www.coindesk.com/policy/2023/10/02/chia-network-lays-off-third-of-its-staff-as-loss-of-banker-delayed-going-public/,"Series D",$70,"United States","2023-10-04 00:00:00"
Chief,"New York City",43.0,2023-04-27,14,Other,https://techcrunch.com/2023/04/27/chief-a-professional-network-for-women-leaders-cuts-staff-amid-restructuring-effort/,"Series B",$140,"United States","2023-04-27 00:00:00"
"Chili Piper","New York City",58.0,2022-11-17,NULL,Sales,https://www.linkedin.com/feed/update/urn:li:activity:6999112600667983872/,"Series B",$54,"United States","2022-11-17 00:00:00"
Chime,"SF Bay Area",156.0,2022-11-02,12,Finance,https://www.theinformation.com/articles/chime-slashes-12-of-staff-marking-latest-casualty-in-fintech-meltdown,"Series G",$2300,"United States","2022-11-02 00:00:00"
Chingari,"Bengaluru,Non-U.S.",NULL,2023-08-24,50,Media,https://inc42.com/buzz/exclusive-chingari-sacks-over-50-employees-in-second-round-of-layoffs/,Unknown,$88,India,"2023-08-24 00:00:00"
Chingari,"Bengaluru,Non-U.S.",48.0,2023-06-19,20,Media,https://inc42.com/buzz/exclusive-weeks-after-cofounders-exit-short-video-app-chingari-lays-off-20-workforce/,Unknown,$88,India,"2023-06-20 00:00:00"
"Chipper Cash","SF Bay Area",15.0,2023-12-11,33,Finance,https://techcabal.com/2023/12/11/chipper-cash-cuts-15-jobs/,"Series C",$302,"United States","2023-12-11 00:00:00"
"Chipper Cash","SF Bay Area",20.0,2024-03-15,NULL,Finance,https://www.theinformation.com/briefings/payments-startup-chipper-cuts-jobs-in-seventh-round-of-layoffs,"Series C",$302,"United States","2024-03-17 00:00:00"
"Chipper Cash","SF Bay Area",50.0,2022-12-06,13,Finance,https://techcrunch.com/2022/12/06/african-fintech-unicorn-chipper-cash-lays-off-about-12-5-of-staff/,"Series C",$302,"United States","2022-12-07 00:00:00"
"Chipper Cash","SF Bay Area",100.0,2023-02-17,33,Finance,https://techweez.com/2023/02/18/chipper-cash-fires-a-third-of-its-workforce/,"Series C",$302,"United States","2023-02-20 00:00:00"
Chope,"Singapore,Non-U.S.",65.0,2022-12-20,24,Food,https://www.techinasia.com/alipaybacked-chope-lays-65-employees,"Series E",$50,Singapore,"2022-12-28 00:00:00"
ChowNow,"Los Angeles",40.0,2022-12-14,10,Food,https://www.restaurantbusinessonline.com/amp/technology/chownow-cuts-more-jobs-delivery-demand-levels-out,"Series C",$64,"United States","2022-12-15 00:00:00"
ChowNow,"Los Angeles",60.0,2024-03-28,20,Food,https://techcrunch.com/2024/03/28/chownow-acquires-yc-backed-point-of-sale-platform-cuboh-and-is-laying-off-staff/,"Series C",$64,"United States","2024-03-28 00:00:00"
ChowNow,"Los Angeles",100.0,2022-07-13,20,Food,https://techcrunch.com/2022/07/13/signaling-tough-times-ahead-chownow-lays-off-employees/,"Series C",$64,"United States","2022-07-13 00:00:00"
Chrono24,"Karlsruhe,Non-U.S.",65.0,2023-01-30,13,Retail,https://www.bloomberg.com/news/articles/2023-01-30/rolex-reseller-chrono24-cuts-jobs-as-pre-owned-watch-prices-fall,"Series C",$205,Germany,"2023-01-31 00:00:00"
Chrono24,"Karlsruhe,Non-U.S.",80.0,2022-12-08,NULL,Retail,https://www.tag24.de/chemnitz/lokales/fuer-luxusuhren-haendler-in-chemnitz-rabenstein-laeuft-die-zeit-ab-2684514,"Series C",$205,Germany,"2023-01-15 00:00:00"
Chrono24,"Karlsruhe,Non-U.S.",110.0,2025-01-16,24,Retail,https://usa.watchpro.com/chrono24-reboot-begins-with-one-in-four-workers-cut/,"Series C",$205,Germany,"2025-01-17 00:00:00"
Cimpress,"Paris,Non-U.S.",500.0,2023-03-23,NULL,Retail,https://www.marketwatch.com/story/cimpress-plans-to-cut-about-500-jobs-768d3efc,Post-IPO,$300,France,"2023-04-11 00:00:00"
Cint,"Stockholm,Non-U.S.",NULL,2024-12-12,12,Data,https://investors.cint.com/en/press/cint-reducing-its-cost-base-increase-efficiency-and-sets-date-strategy-update-2287372,Post-IPO,$17,Sweden,"2025-02-08 00:00:00"
Circ,"Berlin,Non-U.S.",100.0,2020-06-02,NULL,Transportation,https://techcrunch.com/2020/06/02/bird-shuts-down-circ-operations-in-middle-east-scraps-as-many-as-10000-scooters/,Acquired,$55,Germany,"2020-06-03 00:00:00"
Circle,Boston,50.0,2024-12-05,6,Crypto,https://www.coindesk.com/business/2024/12/05/usdc-issuer-circle-makes-layoffs-as-part-of-operations-review-bloomberg,"Private Equity",$1100,"United States","2024-12-07 00:00:00"
CircleCI,"SF Bay Area",NULL,2022-12-07,17,Product,https://circleci.com/blog/ceo-jim-rose-email-to-circleci-employees/,"Series F",$315,"United States","2022-12-07 00:00:00"
CircleCI,"SF Bay Area",100.0,2024-01-31,NULL,Product,"Internal memo","Series F",$315,"United States","2024-02-01 00:00:00"
"Circulo Health",Columbus,NULL,2022-06-16,50,Healthcare,https://www.axios.com/pro/health-tech-deals/2022/06/16/circulo-health-layoffs,"Series A",$50,"United States","2022-06-17 00:00:00"
"Circus Kitchens","Hamburg,Non-U.S.",35.0,2023-05-25,NULL,Food,https://www.businessinsider.de/gruenderszene/food/massenentlassung-beim-lieferdienst-startup-circus-kitchens/,Seed,$12,Germany,"2023-05-26 00:00:00"
Cisco,"SF Bay Area",350.0,2023-09-17,NULL,Infrastructure,https://www.marketwatch.com/story/cisco-to-cut-350-jobs-in-latest-round-of-layoffs-f9084451,Post-IPO,$2,"United States","2023-09-20 00:00:00"
Cisco,"SF Bay Area",4100.0,2022-11-16,5,Infrastructure,https://www.bizjournals.com/sanjose/news/2022/11/16/cisco-announces-600m-restructuring-layoffs.html,Post-IPO,$2,"United States","2022-11-17 00:00:00"
Cisco,"SF Bay Area",4250.0,2024-02-14,5,Infrastructure,https://www.cnbc.com/2024/02/14/cisco-cutting-5percent-of-global-workforce-in-restructuring-move.html,Post-IPO,$2,"United States","2024-02-14 00:00:00"
Cisco,"SF Bay Area",5600.0,2024-08-09,7,Infrastructure,https://techcrunch.com/2024/09/17/ciscos-second-layoff-of-2024-affect-thousands-of-employees/,Post-IPO,$2,"United States","2024-08-09 00:00:00"
Citizen,"New York City",33.0,2023-01-11,NULL,Consumer,https://techcrunch.com/2023/01/12/crime-reporting-app-citizen-lays-off-33-employees/,"Series C",$133,"United States","2023-01-12 00:00:00"
"Citrine Informatics","SF Bay Area",22.0,2023-01-20,27,Data,https://www.linkedin.com/posts/gregorymulholland_this-week-was-a-hard-one-for-our-team-at-activity-7022310417347596288-0cd3/,"Series C",$64,"United States","2023-01-21 00:00:00"
Citrix,Miami,NULL,2023-01-10,15,Infrastructure,https://techcrunch.com/2023/01/11/company-created-by-citrix-tibco-merger-confirms-it-has-laid-off-15-of-staff/,Acquired,$20,"United States","2023-01-11 00:00:00"
Citrix,Miami,1000.0,2024-01-10,12,Infrastructure,https://www.crn.com/news/cloud/2024/citrix-parent-cloud-software-group-cuts-12-percent-of-workforce,Acquired,$20,"United States","2024-01-11 00:00:00"
"Cityblock Health","New York City",155.0,2023-06-08,12,Healthcare,https://www.fiercehealthcare.com/providers/cityblock-restructures-operations-cuts-12-workforce-it-plots-plans-growth-profitability,"Series D",$891,"United States","2023-06-08 00:00:00"
CityMall,"Gurugram,Non-U.S.",90.0,2023-10-16,NULL,Retail,https://inc42.com/buzz/exclusive-norwest-backed-social-commerce-startup-citymall-fires-90-employees/,"Series C",$112,India,"2023-10-17 00:00:00"
CityMall,"Gurugram,Non-U.S.",191.0,2022-06-19,30,Retail,https://techcrunch.com/2022/06/19/indias-citymall-cuts-191-jobs-following-75-million-fundraise-in-late-march/,"Series C",$112,India,"2022-06-19 00:00:00"
Clari,"SF Bay Area",20.0,2023-02-06,NULL,Sales,https://www.businessinsider.com/tech-layoffs-workato-clari-unicorn-startups-headcount-reduction-job-cuts-2023-2,"Series F",$496,"United States","2023-02-07 00:00:00"
Clari,"SF Bay Area",45.0,2022-08-31,NULL,Sales,"Internal memo","Series F",$496,"United States","2022-09-02 00:00:00"
"Clarify Health","SF Bay Area",15.0,2022-07-22,5,Healthcare,https://twitter.com/erinbrodwin/status/1550495194805518337,"Series D",$328,"United States","2022-07-22 00:00:00"
ClassPass,"New York City",154.0,2020-04-02,22,Fitness,https://layoffs.fyi/2020/04/03/classpass-laid-off-or-furloughed-half-its-staff/,"Series E",$549,"United States","2020-04-02 00:00:00"
Clear,"Bengaluru,Non-U.S.",190.0,2022-09-16,20,Finance,https://inc42.com/buzz/stripe-sequoia-backed-clear-lays-off-around-190-employees/,"Series C",$140,India,"2022-09-17 00:00:00"
"Clear Capital",Reno,250.0,2023-01-25,25,"Real Estate",https://www.rgj.com/story/news/money/business/2023/01/25/more-layoffs-at-reno-based-clear-capital-amid-seismic-housing-shift/69842319007/,Unknown,NULL,"United States","2023-01-26 00:00:00"
"Clear Capital",Reno,378.0,2022-10-14,27,"Real Estate",https://techcrunch.com/2022/10/14/clear-capital-lays-off-27-of-its-global-staff/,Unknown,NULL,"United States","2022-10-15 00:00:00"
Clearbanc,"Toronto,Non-U.S.",17.0,2020-04-13,8,Finance,https://techcrunch.com/2020/04/13/clearbanc-cuts-number-of-staff-to-navigate-long-term-economic-impact-of-covid-19/,"Series B",$119,Canada,"2020-04-13 00:00:00"
ClearCo,"Toronto,Non-U.S.",50.0,2023-01-16,30,Finance,https://betakit.com/michele-romanow-clearco-ceo-layoffs/,"Series C",$698,Canada,"2023-01-16 00:00:00"
Clearco,"Toronto,Non-U.S.",60.0,2022-06-06,NULL,Finance,https://techcrunch.com/2022/08/30/clearco-cuts-international-staff-as-it-retracts-presence-announces-new-partner/,"Series C",$681,Canada,"2022-08-30 00:00:00"
Clearco,"Toronto,Non-U.S.",125.0,2022-07-29,25,Finance,https://betakit.com/clearco-cuts-a-quarter-of-staff-amid-significant-headwinds/,"Series C",$681,Canada,"2022-07-29 00:00:00"
Clearcover,Chicago,NULL,2023-09-01,28,Finance,https://coverager.com/clearcover-makes-additional-cuts/,"Series D",$304,"United States","2023-09-01 00:00:00"
Clearcover,Chicago,81.0,2023-04-17,15,Finance,https://coverager.com/layoffs-at-clearcover/,"Series D",$304,"United States","2023-04-25 00:00:00"
CleverTap,"Mumbai,Non-U.S.",60.0,2020-04-16,20,Marketing,https://inc42.com/buzz/startupsvscovid19-indian-startup-layoffs-pay-cut-tracker/,"Series C",$76,India,"2020-04-21 00:00:00"
ClickUp,"San Diego",60.0,2022-05-23,7,Other,https://www.protocol.com/bulletins/clickup-layoff-productivity-app,"Series C",$537,"United States","2022-05-25 00:00:00"
ClickUp,"San Diego",90.0,2023-06-28,10,Other,https://techcrunch.com/2023/07/04/clickup-layoffs/,"Series C",$537,"United States","2023-07-04 00:00:00"
Clinc,"Ann Arbor",40.0,2020-04-09,32,Support,https://www.mlive.com/news/ann-arbor/2020/04/ann-arbor-ai-startup-clinc-lays-off-32-of-its-workers.html,"Series B",$59,"United States","2020-04-02 00:00:00"
Clockwork,Dallas,NULL,2023-08-28,100,Crypto,8/28/solana-based-automation-startup-clockwork-to-shut-down/,Seed,$4,"United States","2023-08-28 00:00:00"
CloudFactory,"Nairobi,Non-U.S.",NULL,2022-11-09,12,Data,https://time.com/6234014/tech-layoffs-twitter-amazon-global-workers/,"Private Equity",$78,Kenya,"2022-11-20 00:00:00"
Cloudflare,"SF Bay Area",40.0,2024-01-11,NULL,Security,https://twitter.com/eastdakota/status/1745697840180191501,Post-IPO,$332,"United States","2024-02-02 00:00:00"
